,Question,Answer,Please give an example of your experience in understanding and framing the problem to be solved in Discovery.,Outcome,Date,Dept,Bid,Winner,Applications,Score notes,Other notes
354,"Demonstrable experience in successfully running digital projects through their life cycle including Discovery, Alpha, Beta, Live and Retirement phases","Marvell Consulting have extensive experience of running projects across the whole delivery lifecycle from discovery to live.

For the Home Office’s Animals in licensing service we:
–provided technical expertise for the discovery into replacing their legacy system
–took the service through Alpha, Beta and Live with our multidisciplinary team
–retired the legacy service, ensuring successful data migration to the replacement service and business continuity throughout.

That service passed 3 Alpha and one Beta GDS service assessment, assuring our running of the project. We’ve also delivered 14 other services across discovery, alpha, beta and live phases, passing 6 more GDS assessments.",2+,2nd Stage,19/10/2022,DCMS,Interactive online case study repository containing examples of the use of AI assurance techniques,Create/Change,8,,
355,"Demonstrable experience with GDPR compliance and following ICO guidelines, especially those relevant to interactive websites","We’ve developed multiple Home Office services that collect and store official-sensitive data by implementing data management processes in line with ICO and GDPR requirements.
 
For our Animals in Science Licensing service, we researched the needs of scientists that work on commercially sensitive projects. These require careful data handling in order to protect users’ intellectual property, and identities due to the risks posed by people opposed to animal science. 
  
As a result we created a service that collects essential personal and sensitive information for issuing licences and we allowed authorised users to manage permissions for accessing data securely within their organisation.",2+,2nd Stage,19/10/2022,DCMS,Interactive online case study repository containing examples of the use of AI assurance techniques,Create/Change,8,,
356,"Demonstrable experience of good planning, coordination, communication and project management skills (within the past 3 years)","Since 2021 we’ve provided project management for a multidisciplinary team delivering the NHS’s Data Standards Directory.

This involved:
–A project roadmap tracking how individual pieces of work are meeting broader goals
–Planning work fortnightly
–Monitoring and discussing risks and dependencies
–Communicating progress with stakeholders through weekly reporting and fortnightly show-and-tells
–Coordinating and sharing our work with teams that work with data standards, both inside and outside the NHS
–Agreeing and implementing communication strategies for public beta

This management has enabled the service to: 
–progress from Discovery to Public Beta 
–pass Alpha and Beta NHS Service assessments
–meet timelines and budgets",2+,2nd Stage,19/10/2022,DCMS,Interactive online case study repository containing examples of the use of AI assurance techniques,Create/Change,8,,
357,"Demonstrable experience of testing interactive online guides/services for accessibility and usability, using a range of devices (mobile/desktop), internet browsers and assistive technology used by their various audiences","For the BRP Enquiries service we tested prototypes with visa holders to ensure that they could succeed first time. We conducted cross-browser testing on desktop and mobile devices using screen readers, magnifiers and built in voice controls to evaluate interface components. As an example outcome, we implemented an accessible country selector so that users can complete a form in five minutes.

Our solution was GDPR compliant. Only necessary personal information was shared securely with UKVI case workers in order to allow the processing of the user’s enquiry. The service passed a live assessment and became a benchmark for HO services. ",2+,2nd Stage,19/10/2022,DCMS,Interactive online case study repository containing examples of the use of AI assurance techniques,Create/Change,8,,
358,"Demonstrate an understanding of, and implementing website metric software such as Google Analytics.","Before launching the public beta of the NHS Data Standards Directory we identified the need to track user journeys relative to service KPIs.

The team implemented a blended solution of microsoft clarity and google analytics. Clarity provided usage heatmaps and session tracking whilst GA provided usage statistics of individual components. Analytics cookies were gated using a consent banner mirroring the design pattern used on nhs.uk.

The team was able to find areas in which key tasks could not be completed by users. This drove development to enable new methods of search and browsing interactions before taking the service live.",2+,2nd Stage,19/10/2022,DCMS,Interactive online case study repository containing examples of the use of AI assurance techniques,Create/Change,8,,
359,Awareness and/or experience with AI assurance techniques,"AI assurance provides tools to build trust and ensure trustworthy adoption. The trustworthiness of AI systems will need to be evaluated in different ways depending on the type of risk and specific application using several techniques. Some of them are: 
–Impact assessment 
–Risk assessment 
–Bias audit 
–Compliance audit 
–Certification 
–Performance testing 
The techniques address different aspects of implementation such as societal impacts, organisational risk management, observable impacts from AI use, quantitative /qualitative bias metrics, technical performance and quality management. They help to collect reliable evidence against standards, regulations and guidelines, enabling users to build trust in the development of AI.",2+,2nd Stage,19/10/2022,DCMS,Interactive online case study repository containing examples of the use of AI assurance techniques,Create/Change,8,,
360,"Awareness and/or experience of developing, testing or deploying AI based systems","One of our developers worked with the research engineering team at Twitter to help discover potentially harmful images in tweets using a combination of computer vision and machine learning techniques.
The team took a training dataset of several hundred annotated images and then generalised that to a larger set. Live traffic was relayed to the model in a testing environment. Outputs were tested against the labelling task and against engagement KPIs.
The model was incrementally deployed to live environments. This system automatically flags harmful images in live twitter traffic today (~350,000 tweets per minute).",2+,2nd Stage,19/10/2022,DCMS,Interactive online case study repository containing examples of the use of AI assurance techniques,Create/Change,8,,
361,Experience of bringing innovative ideas to business problems when designing digital solutions,"UK Visas and Immigration asked us to roll out an online complaints form globally. During our analysis and user research we identified that key user needs were not being met – specifically that 40% of complaints submitted were actually queries or requests for guidance.

We applied a user-centred design approach to solve the issue and created an innovative triaging system to help route users to guidance, helplines or the complaints form as appropriate. 
 
Our new service went live resulting in user satisfaction increasing by 24.23% in the first month of use and a reduction of staff workload for processing complaints.  ",2+,2nd Stage,19/10/2022,DCMS,Interactive online case study repository containing examples of the use of AI assurance techniques,Create/Change,8,,
362,Awareness and/or experience with developing/designing interactive tools/guides/repositories,"In 2021 we began creating a tool to help users find interoperability standards they should use when developing software for the NHS. 

Our team researched, designed and developed a repository that tagged a broad range of standards affecting different care settings and topics of healthcare. This enabled users to browse (and search for) standards in different ways to help them find the information they needed alongside relevant supporting guidance and documentation.

The service passed its Alpha and Beta assessments and is currently in public beta. So far it holds information and guidance on 127 standards across 27 different categorisations.",2+,2nd Stage,19/10/2022,DCMS,Interactive online case study repository containing examples of the use of AI assurance techniques,Create/Change,8,,
363,Awareness and/or experience of working with industry executives and their decision making process,"In 2021, the Secretary of State for Health and Social Care highlighted how joining up IT systems to allow instant data-sharing can transform healthcare. 

We worked with industry executives from TechUK, Department of Health and standards organisations to develop a digital service that would allow users to find data standards by use case. Executives were interviewed in research sessions, invited to show-and-tells and to a fortnightly working group to provide input on decision making.

As a result we gained a strong understanding of their process and delivered the NHS Data Standards Directory service meeting the government’s agenda for transforming healthcare.",2+,2nd Stage,19/10/2022,DCMS,Interactive online case study repository containing examples of the use of AI assurance techniques,Create/Change,8,,
364,"Demonstrate experience of leading projects where multiple commercial, industrial and/or public sectors are represented in the service being designed.","For the Home Office we designed and built their Animal Science Licensing system with engagement from 85 establishments across different sectors through workshops and usability testing sessions. 
Users from pharmaceutical companies, medical research organisations, universities and government agencies had differing commercial concerns with being fully open in their responses and needed to ensure different levels of protection of intellectual property information when applying for a licence to the HO. 
Our system introduced a new model which allowed users to define appropriate permissions to access sensitive data even within the same establishment as they can often host projects for competing companies.",Requested,Lost,28/10/2022,BEIS,BEIS CA-2022-066 - Redesign of the CHPQA Portal for compliance to current gov.uk Standards,Not stated,21,,
365,"Demonstrate experience of identifying users who require assisted digital services, including vulnerable consumers, and their respective needs and usage patterns.","We have experience analysing various sources of information such as service usage data and government socio-demographic reports to identify how to recruit hard to reach users. 
For the BEIS Warm Home Discount Reform discovery we recruited vulnerable consumers from fuel poor areas, those with disabilities, those living alone, single parents and those with low digital skills in just three weeks. We also engaged with charities who support them such as Age UK and National Energy Action to understand user needs and usage patterns. 
As a result we developed personas, a catalogue of needs and actionable recommendations for the reformed scheme. ",Requested,Lost,28/10/2022,BEIS,BEIS CA-2022-066 - Redesign of the CHPQA Portal for compliance to current gov.uk Standards,Not stated,21,,
366,Demonstrate experience of ensuring prototype services cater to user needs.,"For our Animals in science licensing service, we prototyped and tested all significant new features. For example, when redesigning a previously offline annual reporting process we:
–identified met and unmet user needs within the existing process
–created a realistic HTML prototype of the feature
–tested it with over 20 real service users, improving the designs across 3 major iterations based on user feedback
–designed a new solution to meet all of the identified needs
Once built, the feature was widely praised for being quicker and easy-to-use, resulting in 75% fewer reports being submitted late and better data being collected.",Requested,Lost,28/10/2022,BEIS,BEIS CA-2022-066 - Redesign of the CHPQA Portal for compliance to current gov.uk Standards,Not stated,21,,
367,Demonstrate experience of building easy-to-use consumer-facing applications.,"In 2020 we redesigned and built a new worldwide online complaints service for UK Visas and Immigration in 6 months. Our solution: 
–fixes a problem whereby the service was being used for general enquiries rather than complaints
–serves everyone who has interacted with UKVI online or at visa application centres 
–uses a set of simple questions to determine the user’s problem which directs them to relevant guidance or the complaints service which includes postal complaints
–is easy-to-use for users with limited English
User satisfaction increased from 31% to 63%, users no longer had a frustrating complaints experience compounding their dissatisfaction.",Requested,Lost,28/10/2022,BEIS,BEIS CA-2022-066 - Redesign of the CHPQA Portal for compliance to current gov.uk Standards,Not stated,21,,
368,Have a proven track record of delivering complex software projects in the UK government sector in line with the GDS and GOV.UK Standards.,"In 2018 we started building a service to licence the use of animals in science in the UK for the Home Office. Delivering such a complex service meant solving problems including: 
–building robust application and assessment processes that meet complicated regulatory legislation
–supporting different sectors with different requirements and working processes
–handling extensive and sensitive data securely
In delivery we followed the Government Service Standard, Technology Code of Practice,GOVUK service manual guidance and design principles. This meant our service went on to pass 4 GDS assessments for the first time, 3 alphas and a beta assessment, meeting each relevant standard.",Requested,Lost,28/10/2022,BEIS,BEIS CA-2022-066 - Redesign of the CHPQA Portal for compliance to current gov.uk Standards,Not stated,21,,
369,"Demonstrate experience of rapidly developing and iterating prototypes based on user testing, findings from discovery and policy context, including assisted digital.","Since 2018 we’ve been delivering the Animals in Science Licensing Service for the Home Office where we took the findings from discovery into prototype development. We:
–carried out over 340 user research sessions
–visited users in labs to understand the policy context
–mapped streamlined user journeys to guide prototype development
–created prototypes in paper or HTML
–tested with users with access needs and low digital skills at every other sprint 
–iterated prototypes 2-3 times 
–designed an assisted digital face-to-face and helpline support model
The service is now live and has been selected by HO as an exemplar in digital transformation.
",Requested,Lost,28/10/2022,BEIS,BEIS CA-2022-066 - Redesign of the CHPQA Portal for compliance to current gov.uk Standards,Not stated,21,,
370,Demonstrate experience of communicating complex issues using clear and concise language in both written and verbal ways to a variety of audiences and expertise levels.,"We developed the Animals in Science Licensing service working with a range of internal and external stakeholders with different levels of technical expertise. We:
–involved them in research and analysis to experience our learnings first hand 
–used personas, service maps and prototypes to communicate our work in a user friendly way at workshops 
–discussed our findings in fortnightly show and tells 
–communicated progress widely in weekly reports using plain English and non-technical language
Three years later, at a recent consultation of 100 academic and industry stakeholders, the Chair said “working this way has been a very productive process for everyone”.",Requested,Lost,28/10/2022,BEIS,BEIS CA-2022-066 - Redesign of the CHPQA Portal for compliance to current gov.uk Standards,Not stated,21,,
371,"Demonstrate experience of delivering projects using agile project management methodologies in Discovery, Alpha and Beta projects in Government.","Marvell Consulting have extensive experience of delivering projects using agile methodologies evidenced by passing GDS service assessments for projects covering discovery, alpha and beta.

We’ve:
–adopted iterative, agile methodologies, working in sprints and managing the work using planning meetings, stand ups, show & tells and retrospectives 
–delivered discoveries, alphas and betas for over 5 different government and public sector bodies
–delivered services that have passed 10 GDS service assessments between them, including alphas and betas
–replaced the animals in science licensing service – the legacy version had only passed 3 of 18 assessment points – delivering a new service that passed every point.",Requested,Lost,28/10/2022,BEIS,BEIS CA-2022-066 - Redesign of the CHPQA Portal for compliance to current gov.uk Standards,Not stated,21,,
372,Demonstrate experience of conducting and documenting user research and using findings to iterate project work and software development.,"Since 2018 we’ve designed and built the Animals in Science Licensing Service for the Home Office from Alpha to Live phases. 
Our team conducted ~500 research sessions capturing user needs and testing over 60 prototypes. These were iterated based on user feedback and then built into software by our developers. Throughout this project, we’ve been documenting all user research in a shared repository which included test scripts, prototypes / features and findings catalogued by sprint and theme across 100+ sprints.
Upon successful handover, the HO research manager said: “This is really great and such a good model for any future handovers”. ",Requested,Lost,28/10/2022,BEIS,BEIS CA-2022-066 - Redesign of the CHPQA Portal for compliance to current gov.uk Standards,Not stated,21,,
373,Demonstrate experience of compliance to data management and data protection regulations,"We ensure all our work is compliant with data management and protection regulations, for all the services we deliver. We’ve developed multiple Home Office services that involve collecting and storing official-sensitive data by implementing processes in line with HO and GDPR requirements.
 
For our Animals in Science Licensing service, we conducted commercially sensitive research that required careful data handling to protect users’ intellectual property, and identities due to the risks posed by people opposed to animal science. 
 
Building on this knowledge, we created a service that can securely store users’ sensitive data whilst still allowing authorised people to access it. ",Requested,Lost,28/10/2022,BEIS,BEIS CA-2022-066 - Redesign of the CHPQA Portal for compliance to current gov.uk Standards,Not stated,21,,
374,"Demonstrate experience recruiting in the energy efficiency, net zero and/or climate change projects in the non-domestic sector","In early 2022 we were engaged by BEIS in a discovery project around energy consumption and efficiency.

In less than 3 weeks we recruited through our network expert users including commercial suppliers of eco-friendly energy solutions, a C-level leader of a major energy/CHP provider in the UK, a Member of the House of Lords as well as Ofgem supplier compliance managers to provide feedback on a proposed scheme reform. 

Our work was completed on time. In total we recruited and held user research sessions with 26 people from 9 organisations representing different stakeholders in the sector.
",Requested,Lost,28/10/2022,BEIS,BEIS CA-2022-066 - Redesign of the CHPQA Portal for compliance to current gov.uk Standards,Not stated,21,,
375,"Experience working on projects furthering net zero, energy efficiency for non-domestic sector or combined heat and power technology","In 2019 we helped a startup get an understanding of how to use digital channels for delivering their tyres recycling business to enable progress towards Net Zero. 
Our activities included: 
–reviewing the tyres recycling operating model 
–visualising all steps in the user journey, for internal and external users 
–holding a workshop with senior management to review work 
–producing a service map to engage with consumers, garages, tyre distributors, logistics operators and recycling centres  
The result was a clear vision for the digital service allowing the client to engage with customers and partners to deliver eco-friendly solutions in the circular economy. 
",Requested,Lost,28/10/2022,BEIS,BEIS CA-2022-066 - Redesign of the CHPQA Portal for compliance to current gov.uk Standards,Not stated,21,,
376,Experience working with or knowledge of relevant stakeholders,"Cogeneration plants are used by many sectors, in particular chemicals, food and drink, paper and refining industries as well as in large commercial and civic buildings with high heat demands, such as hospitals, hospitality and leisure facilities and retail outlets. 
These businesses invest in CHP to drive energy efficiencies and to reduce the cost of energy consumption. Energy companies lease CHP equipment to businesses while lobby groups i.e. ADE, and sector organisations, i.e. CPI, promote the needs of their sectors. BEIS statisticians gather CHPQA data to report on good quality outputs resulting from the application of CHP technologies.",Requested,Lost,28/10/2022,BEIS,BEIS CA-2022-066 - Redesign of the CHPQA Portal for compliance to current gov.uk Standards,Not stated,21,,
377,Strong evidence of website content design and architecture against a complex structure including contributing to the content management strategy and will require working with the internal project team;,"For the NHS we designed and built a data standards directory, a guidance website that helps people find and use data standards for healthcare services.
We:
–applied GOVUK and NHSUK content design principles throughout the service
–designed an easy-to-navigate website architecture for the complex landscape of differing standards, their documentation and supporting guidance
–defined a content management strategy for keeping the directory up to date working closely with standards owners
–collaborated with internal standards experts and worked together to design a maintenance model for the ongoing service
The service passed alpha and beta assessments. It is currently in public beta.",2.5,Lost,31/10/2022,College of Policing,Maintenance & development of the Oscar Kilo website for the National Police Wellbeing Service (NPWS),Not stated,19,"Essential Qs score was 15, shortlist score was 17",
378,"Strong understanding of user needs, good use of innovation and good design skills are required to complete this task to deliver the user experience we are looking for;","We were asked by UK Visas and Immigration to roll out an online complaints form globally. During our analysis and user research we identified that some key user needs were not being met – specifically that 40% of complaints submitted were actually queries or requests for guidance.

We applied a user-centred design approach to solve the issue and created an innovative triaging system to help route users to guidance, helplines or the complaints form as appropriate. 
 
Our design and build of the new service went live resulting in user satisfaction increasing by 24.23% in the first month of use.  ",2.5,Lost,31/10/2022,College of Policing,Maintenance & development of the Oscar Kilo website for the National Police Wellbeing Service (NPWS),Not stated,19,"Essential Qs score was 15, shortlist score was 18",
379,Strong Experience of close working with the internal teams;,"We always work closely with internal teams on multiple services. When delivering a new licensing system in 2019 our team of specialists worked alongside the Home Office client team of:
–a product manager
–a service owner
–several subject matter experts (SMEs)
We embedded them with our team to demonstrate our agile product delivery practice. This meant:
–the product manager attended our daily standups and other agile ceremonies
–the service owner and SMEs joining weekly meetings and ad-hoc workshops
–SMEs sharing their expertise with us
–holding fortnightly show-and-tells to share our ongoing work with them and the broader departmental team",2.5,Lost,31/10/2022,College of Policing,Maintenance & development of the Oscar Kilo website for the National Police Wellbeing Service (NPWS),Not stated,19,"Essential Qs score was 15, shortlist score was 19",
380,A strong record of innovation and creativity to modernise and transform sites to provide a good user experience and build brand value,"In 2018 we began replacing a legacy regulatory licensing system for the Home Office. The previous service was outdated and wasn’t meeting the needs of its users.

We designed innovative new features improving users experiences by: 
– using progressive disclosure to make large application forms easier to complete
– redesigned the permissions model around the individual user, avoiding the need to create multiple accounts
–helping evolve the HO’s internal design system by adapting elements from GOVUKs design system

This improved brand value, creating a rise in those ‘very confident’ in the regulator’s ability to provide an effective service from 15% to 46%.",2.5,Lost,31/10/2022,College of Policing,Maintenance & development of the Oscar Kilo website for the National Police Wellbeing Service (NPWS),Not stated,19,"Essential Qs score was 15, shortlist score was 20",
381,Demonstrable experience of implementing sites that meet WCAG 2.1 and Accessibility standards;,"We build all of our services to meet WCAG 2.1 and accessibility standards. For example, when we replaced the animals in science licensing service for the Home Office we:
–adopted accessible user interface and content design patterns throughout the service
–ensured service features worked with assistive technology
–ensured we included users with access needs in each round of user research
–commissioned an external accessibility audit to flag any outstanding issues to be fixed
–published an accessibility statement
The service went live in 2019 having been assured to be meeting WCAG 2.1 and passed its assessment against accessibility standards ",2.5,Lost,31/10/2022,College of Policing,Maintenance & development of the Oscar Kilo website for the National Police Wellbeing Service (NPWS),Not stated,19,"Essential Qs score was 15, shortlist score was 21",
382,"A strong record of providing support and advice throughout the project on design, delivery and implementation.","We have a strong record of supporting clients and providing advice from project initiation to delivery. For the NHS data standards catalogue, we:

–Contributed design, delivery and technical insights to clients’ decision making
–Embedded NHS colleagues within our team providing constant information sharing
–Involved NHS colleagues in workshops, sharing design and delivery processes
–Advised on the creation of business cases, job descriptions and team structures to support the resourcing of the completed implementation

We’ve progressed the service from discovery into public beta and we’re in the process of onboarding more NHS team members to handover the operation of the service.",2.5,Lost,31/10/2022,College of Policing,Maintenance & development of the Oscar Kilo website for the National Police Wellbeing Service (NPWS),Not stated,19,"Essential Qs score was 15, shortlist score was 22",
383,"Have an understanding of and experience of working within the constraints of public sector organisations including budgets, timescales and change","We researched, designed and developed a data standards catalogue for NHSX. The project moved from discovery in April 2021 through to public Beta in September 2022 during which period, NHSX merged with NHS Digital. 
We managed budgets, timescales and change by:
–Flexing team size, delivering while ensuring predicted and actual spend were within budget
–Reordering and renegotiating features, scope and priorities to align with changing organisational needs
–Distinguishing capital and revenue costs in accordance with NHS spending rules
Our approach meant we were able to deliver on time and within budget against this background of organisational constraints, change and uncertainty. ",3,Lost,31/10/2022,College of Policing,Maintenance & development of the Oscar Kilo website for the National Police Wellbeing Service (NPWS),Not stated,19,,
384,Have experience of applying the principles of user-centred design to the development of digital solutions,"User-centred design is central to our approach to building solutions. For the Animals in Science Licensing service we have a diverse group of users including Home Office inspectors, policymakers and external scientists. To design a service that worked for everyone we:

–carried out research with all user groups, including users with access needs and low digital skills 
–designed and tested prototypes with users and iterated them following feedback
–adhered to GOV.UK’s design system, style guide and other design best practices

Our user-centred approach resulted in user satisfaction increasing from 47% to 78% after the service went live in 2019.",3,Lost,31/10/2022,College of Policing,Maintenance & development of the Oscar Kilo website for the National Police Wellbeing Service (NPWS),Not stated,19,,
385,"Show how you developed Microservices (including UIs, RESTful and GraphQL APIs) using Node.JS, Express.JS and TypeScript.-3% ","Marvell Consulting delivered the beta phase of the Animals in Science Licensing Service for the Home Office. We built service to microservice based architecture: This involved:

* UI services build with React, Node and Express
* RESTful data API services serving JSON-over-HTTP built with Node and Express.JS

This service has been in production since 2019 serving a user base of over 30,000 registered users.

YLD, our delivery partner, delivered a holiday search engine for Thomas Cook travel agents using TypeScript, AWS Lambda and API Gateway serving results based on GraphQL queries from a React UI.",,Lost,01/11/2022,UK Export Finance,Node.JS Software Engineering,Not stated,10,,Patnered with YLD
386,"Show how you developed applications using SQL and NoSQL databases (MongoDB/CosmosDB), in combination with a Cloud Service Provider (i.e. MS Azure).-3%","Our client in the finance sector was heavily reliant on a legacy third party tool to manage credit cards.

We developed a proof of concept using NodeJS and React, to reimplement the same featureset, using CosmosDB which was hosted on Microsoft Azure (clients approved cloud provider). We mapped the existing data model schemas provided by the legacy tool and replicated it on top of CosmosDB to ensure that when users accessed the service, they would receive the same experience and features.

The client was so delighted with the result they approved a full production build of the service.",,Lost,01/11/2022,UK Export Finance,Node.JS Software Engineering,Not stated,10,,Patnered with YLD
387,Show how you developed Containerized Microservices using Docker and Azure Kubernetes Services.-3% ,"We helped a client in the finance sector address issues they were facing with scaling and testing existing infrastructure and services.

We identified issues with their existing CI and developed an Ephemeral, Idempotent and Immutable Infrastructure using Azure Kubernetes Services.

We migrated existing services into microservice architectures using docker containers which were hosted in Azure Container registry.

This allowed us to white-label services and applications, with versioned declarative infrastructure, without all the complexities of managing a Kubernetes cluster in house.

We greatly improved predictability of releases, faster onboarding of new customers/labels and reduced maintenance costs.",,Lost,01/11/2022,UK Export Finance,Node.JS Software Engineering,Not stated,10,,Patnered with YLD
388,Show how you developed solutions using a source control system (i.e. GitHub).-2% ,"For the delivery of the NHS Data Standards Directory the team chose to build the service in the open using GitHub.

The team uses GitHub as a method of source control and to encourage cross functional collaboration. Our product, delivery, design, and content roles have all added reviews and commits to the repository. 

Github flow is used to deliver features, Github workflows are used for continuous integration, and Github marketplace actions are used to provide additional automation.

As a result all builds, commits, and much of the project discussion are available to the NHS Digital team and the broader public.",,Lost,01/11/2022,UK Export Finance,Node.JS Software Engineering,Not stated,10,,Patnered with YLD
389,"Show how you applied experience of testing applications, including Unit, E2E, API, Performance or Security tests.-2% ","While developing the NHS Data Standards Directory multiple development and user concerns arose. The application needed to be highly accessible, stable, and performant.

The team added E2E testing in Cypress and then augmented this approach: accessibility concerns, API requests, user journeys, and components are tested in the CI workflow. Each deployment is automatically performance audited and checked for broken links.

As a result all deploys have a minimum of integration, accessibility, functional, and unit tests run. Session videos are uploaded as artefacts per build. The deployed service is monitored via a series of third party applications with alerting thresholds enabled.",,Lost,01/11/2022,UK Export Finance,Node.JS Software Engineering,Not stated,10,,Patnered with YLD
390,"Show how you applied experience in implementing DevSecOps principles with previous customers, within the finance or public sector.-3%","When developing the Life Event Verification service for HMPO we introduced a security first development approach to protect sensitive user data.

We implemented a Shift Left approach to security testing including:
–Static code analysis, code linting and policy enforcement during the development lifecycle
–Build time checks such as vulnerability monitoring at the container level and code library level
–Immutable containers (docker from scratch where possible)
–Working with the platform team to implement cloud native runtime security via sysdig falco

HMPO security architects referenced the service as a best practice approach for the application of security principles across the HMPO estate.",,Lost,01/11/2022,UK Export Finance,Node.JS Software Engineering,Not stated,10,,Patnered with YLD
391,Show how you developed solutions using the GovUK Design System and MOJ Design Patterns.-2%,"Since 2017 we’ve developed over 15 services using the GOVUK design system and other departmental design patterns including the Home Office and MOJ design patterns.

For example:
–Our UKVI complaints service and reporting modern slavery services we developed using solely the GOVUK design system 
–Our Animals in Science service used MOJ design patterns such as the ‘sortable table’ and ‘banner’ patterns where the GOVUK design system didn’t meet our needs sufficiently.

Our services have passed 10 service assessments ensuring they meet the GOVUK design standards. We’ve also had our own design patterns adopted by GOVUK and Home Office design systems.",,Lost,01/11/2022,UK Export Finance,Node.JS Software Engineering,Not stated,10,,Patnered with YLD
392,"Show how you applied experience of delivering services in MS Azure including but not exclusive to: Azure Containers, Azure Kubernetes Services, Azure API Management and Azure Cosmos-DB,-within-the-finance-or-public-sector.-3%","We worked closely with a client in the finance sector to help increase their usage of MS Azure to reduce their management overhead across disparate services. We:

Identified areas of opportunity to migrate existing mongoDB datasets into CosmosDB resulting in a singular managed service
Used API Management to route, authenticate and monitor services across the estate
Migrated disparate container registries to a singular monitored azure container registry for the organisation
Deployed existing and new services into AKS from an existing self managed kube cluster which dramatically reduced management burden

The result was a dramatic reduction in overhead for the organisation.",,Lost,01/11/2022,UK Export Finance,Node.JS Software Engineering,Not stated,10,,Patnered with YLD
393,Show how you applied experience of taking an iterative and explorative approach that meets user requirements.-2%,"For our Animals in science licensing service, we prototyped and tested all significant new features. For example, when redesigning a previously offline annual reporting process we:
 
–identified met and unmet user needs within the existing process
–created a realistic HTML prototype of the feature
–tested it with over 20 real service users, improving the designs across 3 major iterations based on user feedback
–designed a new solution to meet all of the identified needs
 
Once built, the feature was widely praised for being quicker and easy-to-use, resulting in 75% fewer reports being submitted late and better data being collected.
",,Lost,01/11/2022,UK Export Finance,Node.JS Software Engineering,Not stated,10,,Patnered with YLD
394,"Show how you developed solutions using a headless CMS system (i.e. Strapi.io or KeystoneJS), based on Node.JS.-2%","We worked with a retail chain client to develop a customised CMS in order to optimise their retail operations.
We developed a custom “extract transform load” pipeline with versioning that allowed operators to enhance data pulled from multiple locations. We were able to quickly deploy a rich, accessible CMS, while leveraging its API to read and integrate CMS data with existing systems. 
This resulted in a much more transparent data enrichment process for the client. While fully integrating with all the existing systems and infrastructure. The project saved the client hundreds of thousands of dollars in licensing and manual labour.",,Lost,01/11/2022,UK Export Finance,Node.JS Software Engineering,Not stated,10,,Patnered with YLD
395,"Show how you applied experience working on Agile projects, following the Government Service Standard and Technology Code of Practice.-2%","In 2018 the Home Office contracted us to replace the animals in science licensing service that met just 3 of the 18 government service standard points.

In 2 years we held 340 research sessions as we designed, tested and iterated the new service in line with agile delivery methods, the government service manual, and technology code of practice. 

In 2019 the service passed its public beta assessment, meeting all 14 revised service standard points. The percentage of users very satisfied with the service increased from 5% to 33%, with a further 43% satisfied. The service is now a HO exemplar. ",,Lost,01/11/2022,UK Export Finance,Node.JS Software Engineering,Not stated,10,,Patnered with YLD
396,Demonstrate experience in delivering central government digital services.-2% ,"Since 2017, we’ve delivered 15 government services for 7 different central government departments and agencies including the Home Office, BEIS and DHSC. 
 
For each service we’ve provided delivery management, user research, design and development expertise to help departments deliver their business plan objectives while meeting their users needs. We delivered the services using agile and user-centred methodologies and following both the Government Service Standard and Technology Code of Practice. 
 
Our services passed all 10 of their government service assessments, assuring the quality of our services against the above standards. Additionally, all services were delivered on time and to budget.",,Lost,01/11/2022,UK Export Finance,Node.JS Software Engineering,Not stated,10,,Patnered with YLD
397,Please give an example of your experience in understanding and framing the problem to be solved in Discovery.,"Τhe Warm Home Discount reform introduced substantial changes to eligibility criteria and to the scheme’s administration. We did a discovery for BEIS to identify how users could check their eligibility for a rebate. 
We spoke to a range of users and made recommendations for a helpline and online service. However, we also identified a more pressing problem; that it would not have been possible to deliver the reformed scheme with a fit-for-purpose service within the required timeline. Given the high risk to the service, we recommended to postpone the reforms by a year, and developed a phased plan for delivery.",3,Lost,11/11/2022,BEIS,BEIS 281022AG Energy Savings Opportunity Scheme (ESOS) web solution,?,33,,
398,"Demonstrate, using an example of your team’s experience in delivering evidence-based research to inform a user-centred design in Discovery, focused on user needs and end-to-end user journeys","In 2021 NHSX commissioned us to conduct a discovery into the viability of creating a data standards service.

We: 
-held 28 research sessions with healthcare providers and IT suppliers to understand needs and requirements for finding standards
-captured 60 user needs for a new service 
-used learnings to create user-ecosystem maps and end-to-end user journey maps to communicate how users expect to search for and filter information 

Our clearly presented, evidence-based recommendations were well received by stakeholders across all levels of the organisation and progressed into the data standards directory service which went live in August 2022.",2,Lost,11/11/2022,BEIS,BEIS 281022AG Energy Savings Opportunity Scheme (ESOS) web solution,?,33,,
399,Demonstrate your ability to identify and test assumptions in Alpha through prototyping and iteration,"Since 2018 we’ve been delivering the Animals in Science Licensing Service for the Home Office where we took the findings from discovery into alpha. 

We:
–identified users needs for the service
–mapped user journeys to guide prototype development
–created prototypes using paper or HTML, to test our assumptions (e.g. how users browse legacy data) with a range of users 
–iterated prototypes 2-3 times until we gained confidence in the solution
In total we carried out over 340 user research sessions. The service is now live and has been selected by HO as an exemplar in digital transformation.",2,Lost,11/11/2022,BEIS,BEIS 281022AG Energy Savings Opportunity Scheme (ESOS) web solution,?,33,,
